INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,CONTROL,LATITUDE,LONGITUDE,MENONLY,WOMENONLY,ADM_RATE_ALL,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,AVGFACSAL,PCTPELL,RET_FT4,PCTFLOAN,AGE_ENTRY,FEMALE,MARRIED,VETERAN,FIRST_GEN,FAMINC,MD_FAMINC
Berklee College of Music,Boston,MA,2215,New England Commission of Higher Education,www.berklee.edu,2,42.346646,-71.089405,0,0,0.338356461,NULL,0,5972,0.3734,0.0541,0.0866,0.0367,0.0015,0.0007,0.034,0.2979,0.1152,59678,NULL,41398,41398,NULL,9149,0.1501,0.8363,0.378,24.49509551,0.360867321,0.11409396,PrivacySuppressed,0.212336245,78637.27001,50454
Berkshire Community College,Pittsfield,MA,01201-5786,New England Commission of Higher Education,www.berkshirecc.edu,1,42.460877,-73.318843,0,0,NULL,NULL,0,1666,0.7779,0.0708,0.0912,0.0156,0.0066,0.0024,0.0168,0.0012,0.0174,13448,NULL,5010,10626,NULL,7248,0.4742,NULL,0.3937,25.47058824,0.587104072,0.104072398,PrivacySuppressed,0.448684211,33919.08145,24310.5
Empire Beauty School-Boston,Boston,MA,2111,National Accrediting Commission of Career Arts and Sciences,www.empire.edu,3,42.354683,-71.062722,0,0,NULL,NULL,0,183,0.1913,0.3934,0.2022,0.0383,0.0055,0,0.0929,0,0.0765,NULL,19207,NULL,NULL,11950,NULL,0.6533,NULL,0.5616,25.15753735,0.940244455,0.089180625,0.013580806,0.527961515,19866.44273,10876
Boston Architectural College,Boston,MA,02115-2703,New England Commission of Higher Education,www.the-bac.edu,2,42.348467,-71.085786,0,0,NULL,NULL,0,330,0.3697,0.0697,0.1242,0.0727,0.003,0,0.0333,0.1848,0.1424,37605,NULL,20666,20666,NULL,6903,0.3077,0.8158,0.4974,24.42857143,0.428571429,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,44319.92857,24033
Boston Graduate School of Psychoanalysis Inc,Brookline,MA,2446,New England Commission of Higher Education,www.bgsp.edu/,2,42.33912,-71.133151,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Boston College,Chestnut Hill,MA,2467,NECHE,www.bc.edu,2,42.336213,-71.169242,0,0,0.311403509,1378,0,9593,0.6197,0.0377,0.0975,0.0966,0.0005,0.0003,0.0295,0.065,0.0531,65595,NULL,51296,51296,NULL,14619,0.1243,0.9476,0.3587,19.46906475,0.518944844,PrivacySuppressed,PrivacySuppressed,0.131895687,132356.5602,103007
Boston University,Boston,MA,2215,New England Commission of Higher Education,www.bu.edu,2,42.351118,-71.107942,0,0,0.294336798,1328,0,16512,0.4096,0.0382,0.1105,0.1438,0.0006,0.0013,0.0364,0.2189,0.0408,65809,NULL,50240,50240,NULL,13130,0.1323,0.9338,0.3655,19.95540186,0.654662533,0.008585738,PrivacySuppressed,0.169382716,105821.886,81244
Brandeis University,Waltham,MA,02454-9110,New England Commission of Higher Education,www.brandeis.edu/,2,42.364947,-71.254716,0,0,0.334419875,1377,0,3597,0.4618,0.0539,0.0781,0.1309,0.0006,0.0006,0.0289,0.2063,0.0389,65954,NULL,51245,51245,NULL,12627,0.1787,0.9351,0.4394,19.48419865,0.602708804,PrivacySuppressed,PrivacySuppressed,0.163069544,97039.16253,72611.5
Bridgewater State University,Bridgewater,MA,2325,New England Commission of Higher Education,www.bridgew.edu,1,41.98749,-70.974553,0,0,0.809555519,992,0,9387,0.7556,0.1047,0.0663,0.0175,0.0018,0.0005,0.0368,0.0037,0.0131,21344,NULL,9603,15743,NULL,9094,0.3544,0.7971,0.6802,21.95032301,0.592782357,0.036979283,0.004678102,0.341421569,71444.2495,57864
Bristol Community College,Fall River,MA,02720-7395,New England Commission of Higher Education,www.bristolcc.edu,1,41.721994,-71.119133,0,0,NULL,NULL,0,7816,0.7085,0.0893,0.0935,0.018,0.0028,0.0003,0.0577,0.0012,0.0287,10307,NULL,4464,9408,NULL,6372,0.4708,NULL,0.2742,24.50225734,0.628442438,0.08510158,0.010158014,0.507383672,37924.10926,25409
Signature Healthcare Brockton Hospital School of Nursing,Brockton,MA,02302-1905,Accreditation Commission for Education in Nursing,www.bhson.org,2,42.08736,-70.991415,0,0,0.625,NULL,0,260,0.7385,0.1385,0.0192,0.0115,0.0038,0.0038,0.0385,0,0.0462,NULL,26454,NULL,NULL,49219,NULL,0.4754,NULL,0.919,28.63687151,0.910614525,0.189944134,PrivacySuppressed,0.493333333,48498.32961,30457
Bunker Hill Community College,Boston,MA,02129-2925,New England Commission of Higher Education,www.bhcc.mass.edu,1,42.374806,-71.069263,0,0,NULL,NULL,0,11934,0.2309,0.2627,0.2468,0.1017,0.0039,0.0013,0.0414,0.0677,0.0435,11541,NULL,3888,8832,NULL,7399,0.5138,NULL,0.0704,25.19437086,0.57102649,0.114403974,0.010099338,0.548970252,22987.59255,17321
Cambridge College,Boston,MA,2129,New England Commission of Higher Education,www.cambridgecollege.edu,2,42.381091,-71.072646,0,0,NULL,NULL,0,835,0.1988,0.3389,0.291,0.0263,0.0024,0.0024,0.0383,0.1006,0.0012,26204,NULL,14436,14436,NULL,7783,0.3085,0.375,0.4136,33.25518672,0.742738589,0.211618257,0.039419087,0.509383378,31226.39212,27349
Cape Cod Community College,West Barnstable,MA,02668-1599,New England Commission of Higher Education,www.capecod.edu,1,41.69192,-70.337334,0,0,NULL,NULL,0,2764,0.7507,0.0677,0.0771,0.0224,0.0069,0.0022,0.0514,0.0011,0.0206,13094,NULL,4320,9264,NULL,6697,0.3264,NULL,0.105,25.50882579,0.592478895,0.117421335,0.008442057,0.413230241,34374.6769,24110
Catherine Hinds Institute of Esthetics,Woburn,MA,01801-6819,Accrediting Commission of Career Schools and Colleges,www.catherinehinds.edu,3,42.493212,-71.13715,0,0,NULL,NULL,0,181,0.7901,0.0055,0.1271,0.0552,0.0055,0,0.0055,0,0.011,NULL,18799,NULL,NULL,14448,NULL,0.4591,NULL,0.6409,27.39299611,PrivacySuppressed,0.159533074,PrivacySuppressed,0.470873786,45162.71984,26643
Laboure College,Milton,MA,2186,New England Commission of Higher Education,www.laboure.edu/about-labour-,2,42.260866,-71.058279,0,0,0.26744186,NULL,0,750,0.4973,0.3293,0.096,0.0227,0.0013,0.0013,0.0107,0,0.0413,37535,NULL,35298,35298,NULL,5806,0.4284,NULL,0.8418,31.11432326,0.905387648,0.222076216,0.015768725,0.451077944,48535.85808,33464
Clark University,Worcester,MA,01610-1477,New England Commission of Higher Education,www.clarku.edu,2,42.249987,-71.823356,0,0,0.547258024,NULL,0,2248,0.5685,0.0445,0.0738,0.0747,0.0013,0,0.0245,0.1423,0.0703,51609,NULL,43150,43150,NULL,10543,0.2089,0.8774,0.5272,19.71296296,0.656084656,PrivacySuppressed,PrivacySuppressed,0.162952646,94751.42328,77506
Conway School of Landscape Design,Easthampton,MA,1027,New England Commission of Higher Education,www.csld.edu,2,42.274752,-72.659276,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Curry College,Milton,MA,02186-2395,New England Commission of Higher Education,https://www.curry.edu,2,42.238061,-71.116539,0,0,0.885886375,943,0,2653,0.6743,0.1048,0.0626,0.0241,0.0008,0.0026,0.023,0.0188,0.089,52182,NULL,37835,37835,NULL,9758,0.2584,0.705,0.6338,22.32532751,0.613537118,0.063318777,PrivacySuppressed,0.30015674,85559.41776,64734.5
Lincoln Technical Institute-Somerville,Somerville,MA,2145,Accrediting Commission of Career Schools and Colleges,www.lincolnedu.com/campus/somerville-ma,3,42.390826,-71.082082,0,0,NULL,NULL,0,309,0.178,0.3172,0.3754,0.055,0.0065,0.0032,0.0291,0,0.0356,NULL,18093,NULL,NULL,16445,NULL,0.7116,NULL,0.8157,27.15853476,0.762498123,0.143822249,0.01321123,0.560305037,25653.3531,17298
Dean College,Franklin,MA,02038-1941,New England Commission of Higher Education,www.dean.edu,2,42.085634,-71.397813,0,0,0.889311657,NULL,0,1307,0.4996,0.1538,0.0796,0.0092,0.0031,0.0031,0.0459,0.0635,0.1423,52049,NULL,36660,36660,NULL,6172,0.3052,0.7033,0.6434,20.22897196,0.404205608,PrivacySuppressed,PrivacySuppressed,0.316818774,73998.78154,51545
Diman Regional Technical Institute,Fall River,MA,2723,Council on Occupational Education,www.dimanregional.org,1,41.699857,-71.124742,0,0,0.5,NULL,0,68,0.8088,0.0588,0,0.0588,0.0147,0,0.0147,0,0.0441,NULL,29059,NULL,NULL,17115,NULL,0.6154,NULL,0.7473,28.02912621,PrivacySuppressed,0.155339806,PrivacySuppressed,0.627906977,37693.30097,27910
National Aviation Academy of New England,Concord,MA,1742,Accrediting Commission of Career Schools and Colleges,www.naa.edu,3,42.462164,-71.387244,0,0,NULL,NULL,0,189,0.4286,0.2063,0.2804,0.0635,0.0053,0,0.0159,0,0,NULL,25409,NULL,NULL,35500,NULL,0.6667,NULL,0.6833,26.24651163,0.051162791,0.218604651,0.148837209,0.505952381,30225.28372,22715
Eastern Nazarene College,Quincy,MA,02170-2999,New England Commission of Higher Education,www.enc.edu,2,42.271228,-71.011079,0,0,0.662200957,986,0,780,0.5179,0.2244,0.1308,0.0231,0.0013,0.0026,0.0436,0.0244,0.0321,41083,NULL,30815,30815,NULL,5455,0.4673,0.7679,0.7072,23.78630137,0.564383562,0.068493151,PrivacySuppressed,0.300940439,62088.12877,46131
Emerson College,Boston,MA,02116-4624,New England Commission of Higher Education,www.emerson.edu,2,42.352202,-71.065384,0,0,0.480598973,1232,0,3783,0.6714,0.0293,0.1089,0.0426,0.0013,0.0008,0.0428,0.0841,0.0188,59734,NULL,42908,42908,NULL,9605,0.166,0.8742,0.5536,19.7651633,0.614307932,PrivacySuppressed,PrivacySuppressed,0.131557708,118339.4417,93112
Emmanuel College,Boston,MA,2115,New England Commission of Higher Education,www.emmanuel.edu,2,42.340602,-71.103634,0,0,0.713964326,1122,0,1907,0.7111,0.0503,0.1044,0.0446,0.0016,0.001,0.032,0.0157,0.0393,53199,NULL,37540,37540,NULL,8708,0.2346,0.8018,0.6974,19.55270936,0.756650246,PrivacySuppressed,PrivacySuppressed,0.207368421,98283.84631,86708
Endicott College,Beverly,MA,1915,New England Commission of Higher Education,www.endicott.edu,2,42.553296,-70.840847,0,0,0.787510362,NULL,0,3070,0.8228,0.0257,0.0479,0.0111,0.0016,0.0007,0.0147,0.0195,0.056,47365,NULL,31312,31312,NULL,8404,0.1633,0.8597,0.6076,20.73929099,0.632200886,0.019940916,PrivacySuppressed,0.189481825,114013.8375,98646
Episcopal Divinity School,Cambridge,MA,02138-3494,NULL,www.eds.edu,2,42.376931,-71.124806,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10719,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Rob Roy Academy-Fall River,Fall River,MA,02720-3445,National Accrediting Commission of Career Arts and Sciences,www.rob-roy.com,3,41.698905,-71.157664,0,0,NULL,NULL,0,65,0.6462,0.1692,0.1692,0.0154,0,0,0,0,0,NULL,23174,NULL,NULL,14000,NULL,0.5462,NULL,0.6538,25.6509434,0.566037736,PrivacySuppressed,PrivacySuppressed,0.573529412,19182.84906,9257
Fisher College,Boston,MA,2116,New England Commission of Higher Education,www.fisher.edu,2,42.355253,-71.074125,0,0,0.684898521,NULL,0,1556,0.2892,0.1247,0.1009,0.0103,0.0013,0.0013,0.0193,0.0906,0.3625,43268,NULL,29640,29640,NULL,7247,0.4066,0.6186,0.5423,24.79535398,0.693584071,0.111725664,0.011061947,0.467741936,43114.36504,29242
Fitchburg State University,Fitchburg,MA,01420-2697,New England Commission of Higher Education,www.fitchburgstate.edu,1,42.589345,-71.789354,0,0,0.746494672,990,0,4073,0.7132,0.0962,0.1107,0.0238,0.001,0,0.0334,0.0047,0.0169,19645,NULL,10135,16215,NULL,9077,0.3424,0.749,0.6686,21.47376388,0.534308779,0.042381433,PrivacySuppressed,0.359147026,71113.60999,56249
Framingham State University,Framingham,MA,01701-9101,New England Commission of Higher Education,www.framingham.edu/,1,42.297289,-71.437175,0,0,0.648121271,995,0,4100,0.6863,0.1068,0.1178,0.0271,0.0017,0.0002,0.0385,0.0044,0.0171,23139,NULL,9340,15420,NULL,8786,0.3033,0.7402,0.6382,21.34206472,0.598870057,0.033384694,0.005136107,0.322507123,69788.69492,55277
Benjamin Franklin Institute of Technology,Boston,MA,2116,New England Commission of Higher Education,www.bfit.edu/,1,42.346023,-71.070231,0,0,NULL,NULL,0,491,0.2525,0.3198,0.2464,0.0876,0.002,0.0122,0.0367,0,0.0428,26531,NULL,16950,16950,NULL,6188,0.5227,NULL,0.6151,23.60357143,0.110714286,0.069642857,PrivacySuppressed,0.487804878,32188.66071,22015
Gordon College,Wenham,MA,1984,New England Commission of Higher Education,www.gordon.edu,2,42.588173,-70.819133,0,0,0.919675755,1074,0,1631,0.6934,0.0503,0.073,0.0503,0.0018,0.0006,0.0386,0.092,0,47568,NULL,36060,36060,NULL,8014,0.2314,0.8621,0.6812,19.60538827,0.649762282,PrivacySuppressed,PrivacySuppressed,0.169154229,93669.73534,82787
Gordon-Conwell Theological Seminary,South Hamilton,MA,1982,Commission on Accrediting of the Association of Theological Schools,www.gordonconwell.edu,2,42.613475,-70.846387,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6729,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Greenfield Community College,Greenfield,MA,01301-9739,New England Commission of Higher Education,www.gcc.mass.edu,1,42.599521,-72.630978,0,0,NULL,NULL,0,1649,0.758,0.0358,0.0861,0.034,0.0049,0.0018,0.0455,0,0.034,15124,NULL,5330,11450,NULL,7184,0.4766,NULL,0.2839,25.99544419,0.618451025,0.121867882,0.012528474,0.366972477,32682.53303,23545.5
Hampshire College,Amherst,MA,01002-5001,New England Commission of Higher Education,www.hampshire.edu,2,42.325852,-72.531469,0,0,0.636322668,NULL,0,1305,0.659,0.0521,0.105,0.0245,0.0015,0.0008,0.0697,0.0498,0.0375,63598,NULL,50238,50238,NULL,8953,0.2745,0.7919,0.605,19.97945206,0.667808219,PrivacySuppressed,PrivacySuppressed,0.139037433,76172.32021,60321.5
Harvard University,Cambridge,MA,2138,New England Commission of Higher Education,www.harvard.edu,2,42.374471,-71.118313,0,0,0.054045747,1506,0,7447,0.4296,0.0686,0.1111,0.1881,0.0032,0.0005,0.0653,0.112,0.0216,64400,NULL,47074,47074,NULL,19152,0.1145,0.9735,0.0355,22.46358974,0.501538462,0.063589744,PrivacySuppressed,0.25708061,62458.19385,33066
Hebrew College,Newton Centre,MA,02459-2237,New England Commission of Higher Education,www.hebrewcollege.edu,2,42.3264,-71.190525,0,0,NULL,NULL,0,3,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,6392,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,02445-7415,New England Commission of Higher Education,www.hchc.edu,2,42.317018,-71.129418,0,0,NULL,NULL,0,96,0.8646,0,0.0104,0,0.0104,0,0,0,0.1146,41881,NULL,22490,22490,NULL,5930,0.36,0.9286,0.56,21.24074074,0.296296296,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,71008.42593,71319
College of the Holy Cross,Worcester,MA,01610-2395,New England Commission of Higher Education,www.holycross.edu,2,42.238942,-71.808627,0,0,0.384580905,NULL,0,2689,0.6991,0.0443,0.0993,0.0517,0.0011,0.0007,0.0312,0.0253,0.0472,61446,NULL,48940,48940,NULL,10883,0.1517,0.9553,0.5068,19.3666275,0.526439483,PrivacySuppressed,PrivacySuppressed,0.166253102,133630.9683,106778
Holyoke Community College,Holyoke,MA,1040,New England Commission of Higher Education,www.hcc.edu,1,42.194781,-72.651252,0,0,NULL,NULL,0,5484,0.5873,0.0622,0.2531,0.0243,0.0047,0.0009,0.0321,0.0082,0.0272,11839,NULL,4502,9446,NULL,7159,0.487,NULL,0.274,24.34368932,0.618307906,0.089875173,0.006934813,0.472560976,33339.43329,22723
Lasell College,Newton,MA,2466,New England Commission of Higher Education,www.lasell.edu/,2,42.342148,-71.24347,0,0,0.760633344,966,0,1778,0.707,0.0546,0.09,0.0191,0.0006,0.0006,0.0231,0.0641,0.0411,47635,NULL,33600,33600,NULL,7897,0.3008,0.7955,0.7719,19.73898678,0.667400881,PrivacySuppressed,PrivacySuppressed,0.288095238,82958.82379,73146.5
Lawrence Memorial Hospital School of Nursing,Medford,MA,2155,Accreditation Commission for Education in Nursing,www.lmregis.org,2,42.42581,-71.110958,0,0,NULL,NULL,0,262,0.6298,0.0992,0.1069,0.0344,0,0,0.0649,0,0.0649,NULL,NULL,26751,26751,NULL,7697,0.3401,NULL,0.8451,29.425,0.921428571,0.196428571,PrivacySuppressed,0.515151515,52817.44286,35123
Lesley University,Cambridge,MA,02138-2790,New England Commission of Higher Education,www.lesley.edu,2,42.38012,-71.117303,0,0,0.637330183,1064,0,1952,0.6393,0.0681,0.1235,0.043,0.001,0.002,0.042,0.0225,0.0584,40889,NULL,25875,25875,NULL,8116,0.281,0.7957,0.6715,23.69642857,0.792857143,0.066964286,PrivacySuppressed,0.28742515,75544.00714,51995
Longy School of Music of Bard College,Cambridge,MA,2138,Middle States Commission on Higher Education,longy.edu,2,42.378657,-71.123479,0,0,0.56559878,NULL,0,47,0.2553,0,0.1277,0.0851,0,0,0,0.5319,0,51140,NULL,38800,38800,NULL,NULL,0.1579,0.3333,0.2105,19.82629108,0.61971831,PrivacySuppressed,PrivacySuppressed,0.121710526,83934.44288,62890
Lowell Academy Hairstyling Institute,Lowell,MA,01852-1909,National Accrediting Commission of Career Arts and Sciences,www.lowellacademy.com,3,42.64368,-71.308097,0,0,NULL,NULL,0,156,0.6731,0.0449,0.1667,0.0962,0,0,0,0.0064,0.0128,NULL,19927,NULL,NULL,13065,NULL,0.267,NULL,0.5227,26.04635762,PrivacySuppressed,0.119205298,PrivacySuppressed,0.507462687,30623.31126,18713
University of Massachusetts-Lowell,Lowell,MA,01854-5104,New England Commission of Higher Education,www.uml.edu,1,42.652864,-71.326809,0,0,0.605688543,1172,0,12909,0.6327,0.0605,0.1088,0.0913,0.0015,0.0003,0.0293,0.0359,0.0397,26318,NULL,14307,30875,NULL,11704,0.2605,0.8479,0.5273,22.93624907,0.434395849,0.069866568,0.007042254,0.317661488,73806.19311,53801
Mansfield Beauty Schools-Springfield,Springfield,MA,1103,National Accrediting Commission of Career Arts and Sciences,mansfieldbeautyschools.edu,3,42.103884,-72.591679,0,0,NULL,NULL,0,20,0.05,0.35,0.55,0,0,0,0,0,0.05,NULL,22712,NULL,NULL,11950,NULL,0.6591,NULL,0.4773,25.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.545454546,10324.30556,1294.5
Mansfield Beauty Schools-Quincy,Quincy,MA,2169,National Accrediting Commission of Career Arts and Sciences,www.mansfieldbeautyschools.edu,3,42.244852,-71.003129,0,0,NULL,NULL,0,35,0.6857,0.0571,0.0286,0.1429,0,0.0286,0.0286,0,0.0286,NULL,13284,NULL,NULL,11950,NULL,0.5733,NULL,0.36,26.75609756,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,21621.63415,2652
University of Massachusetts-Amherst,Amherst,MA,1003,New England Commission of Higher Education,www.umass.edu,1,42.385999,-72.526728,0,0,0.59683504,1234,0,22958,0.6564,0.0386,0.0575,0.0986,0.0012,0.0004,0.0267,0.0494,0.0711,28000,NULL,14971,32204,NULL,12298,0.2247,0.9127,0.5713,21.25099195,0.515474436,0.033216189,0.003514341,0.215541825,92110.46095,74291
University of Massachusetts-Boston,Boston,MA,02125-3393,New England Commission of Higher Education,www.umb.edu,1,42.312881,-71.036865,0,0,0.68521141,1073,0,12210,0.3477,0.1638,0.1448,0.128,0.0021,0.0002,0.0288,0.1231,0.0615,21884,NULL,13435,32023,NULL,10755,0.4176,0.7949,0.5317,23.59880127,0.569020416,0.072298183,0.008428545,0.430542986,48511.5664,31247
Massachusetts Bay Community College,Wellesley Hills,MA,02481-5399,New England Commission of Higher Education,www.massbay.edu,1,42.312697,-71.264004,0,0,NULL,NULL,0,3850,0.4958,0.16,0.1795,0.0525,0.007,0.0013,0,0.0231,0.0808,15671,NULL,4808,9752,NULL,7783,0.2634,NULL,0.1352,25.00695322,0.54551201,0.106826802,0.011378003,0.432453416,37626.93742,26617.5
MCPHS University,Boston,MA,02115-5896,New England Commission of Higher Education,www.mcphs.edu,2,42.336825,-71.101244,0,0,0.844762077,1074,0,3791,0.4131,0.0694,0.0644,0.2345,0.0021,0.0005,0.0161,0.1306,0.0694,48040,NULL,31560,31560,NULL,9246,0.2883,0.8528,0.681,21.84986737,0.770822281,0.045092838,PrivacySuppressed,0.304878049,73737.04934,50594
Massachusetts College of Art and Design,Boston,MA,02115-5882,New England Commission of Higher Education,www.massart.edu,1,42.336862,-71.099275,0,0,0.708687133,1069,0,1725,0.6296,0.04,0.0997,0.0788,0.0029,0.0012,0.0139,0.0458,0.0881,27638,NULL,12200,32800,NULL,10250,0.2698,0.8973,0.5317,20.78792342,0.718703976,0.020618557,PrivacySuppressed,0.22515528,78510.98675,68352
Massachusetts Institute of Technology,Cambridge,MA,02139-4307,New England Commission of Higher Education,web.mit.edu/,2,42.360095,-71.092115,0,0,0.079442692,1519,0,4489,0.3511,0.0599,0.1495,0.2589,0.0011,0.0002,0.0666,0.0953,0.0174,63250,NULL,48452,48452,NULL,17545,0.1736,0.9828,0.1555,19.34846267,0.371888726,PrivacySuppressed,PrivacySuppressed,0.258513932,86738.81698,53870
Massachusetts Maritime Academy,Buzzards Bay,MA,02532-1803,New England Commission of Higher Education,www.maritime.edu,1,41.739072,-70.624084,0,0,0.804848485,1052,0,1641,0.8659,0.011,0.036,0.0116,0.0018,0,0.0274,0.0061,0.0402,23454,NULL,8004,24600,NULL,7333,0.1731,0.8707,0.7568,19.78732394,0.128169014,PrivacySuppressed,PrivacySuppressed,0.211062591,117176.8,108367
University of Massachusetts Medical School Worcester,Worcester,MA,1655,New England Commission of Higher Education,www.umassmed.edu,1,42.278002,-71.762144,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11007,NULL,NULL,NULL,25.75,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,33410.25,30811.5
William James College,Newton,MA,2459,New England Commission of Higher Education,www.williamjames.edu,2,42.294995,-71.203256,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8986,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Massachusetts School of Barbering,Quincy,MA,2169,Accrediting Commission of Career Schools and Colleges,massschoolofbarbering.com,3,42.247457,-71.001891,0,0,NULL,NULL,0,67,0.6567,0.209,0.0746,0.0448,0,0,0,0,0.0149,NULL,17458,NULL,NULL,12750,NULL,0.5574,NULL,0.4426,30.5,0.282608696,0.119565217,PrivacySuppressed,0.525641026,30376.11957,14491
Massasoit Community College,Brockton,MA,02302-3996,New England Commission of Higher Education,www.massasoit.mass.edu,1,42.07507,-70.989799,0,0,NULL,NULL,0,6413,0.5434,0.2821,0.0803,0.0176,0.0019,0.0011,0.0271,0.0058,0.0407,11802,NULL,4680,9624,NULL,6614,0.3621,NULL,0.1673,24.40414201,0.571597633,0.091420118,0.009763314,0.460940392,39559.93343,27061
Merrimack College,North Andover,MA,1845,New England Commission of Higher Education,www.merrimack.edu,2,42.668352,-71.124216,0,0,0.81908936,NULL,0,3398,0.7625,0.0333,0.063,0.015,0.0006,0.0006,0.0159,0.033,0.0762,51996,NULL,38825,38825,NULL,8268,0.203,0.8186,0.766,20.15598549,0.530229746,0.016324063,PrivacySuppressed,0.206788184,114939.399,102956.5
MGH Institute of Health Professions,Boston,MA,02129-4557,New England Commission of Higher Education,www.mghihp.edu,2,42.375018,-71.054002,0,0,NULL,NULL,0,173,0.7283,0.0694,0.0578,0.0925,0,0.0058,0,0,0.0462,NULL,NULL,NULL,NULL,NULL,8550,0,NULL,0.7806,27.43668122,0.868995633,0.096069869,PrivacySuppressed,0.282926829,56946.25764,31881
Middlesex Community College,Bedford,MA,01730-9124,New England Commission of Higher Education,www.middlesex.mass.edu,1,42.524328,-71.274931,0,0,NULL,NULL,0,7709,0.5526,0.0781,0.1985,0.1278,0.0019,0.0005,0.0222,0.016,0.0025,8993,NULL,4730,9674,NULL,7397,0.3283,NULL,0.134,23.83802817,0.598884977,0.09741784,0.009389671,0.497635504,39771.35299,27308.5
Montserrat College of Art,Beverly,MA,01915-4508,New England Commission of Higher Education,https://www.montserrat.edu/,2,42.550212,-70.876131,0,0,NULL,NULL,0,367,0.4251,0.03,0.0736,0.0163,0.0027,0,0.0163,0.0082,0.4278,42115,NULL,30800,30800,NULL,5675,0.3966,0.7901,0.8408,20.14285714,0.724867725,PrivacySuppressed,PrivacySuppressed,0.327586207,70761.6455,52409
Mount Holyoke College,South Hadley,MA,01075-1489,New England Commission of Higher Education,www.mtholyoke.edu,2,42.256838,-72.575511,0,1,0.521874118,NULL,0,2179,0.4502,0.0542,0.0776,0.1051,0.0009,0.0005,0.0335,0.2694,0.0087,58604,NULL,45866,45866,NULL,9927,0.19,0.9063,0.4374,20.55518946,PrivacySuppressed,0.016474465,PrivacySuppressed,0.189565217,83742.3229,68909
Mount Ida College,Newton,MA,2459,NULL,www.mountida.edu,2,42.293525,-71.193175,0,0,0.683354728,NULL,0,1352,0.6287,0.0984,0.1132,0.0251,0.0015,0.0015,0.0399,0.0547,0.037,47116,NULL,33820,33820,NULL,6683,0.3827,0.663,0.7639,20.65962441,0.705399061,0.02230047,PrivacySuppressed,0.336340206,73693.78991,58834
Mount Wachusett Community College,Gardner,MA,01440-1000,New England Commission of Higher Education,MWCC.EDU,1,42.593151,-71.984149,0,0,NULL,NULL,0,3570,0.67,0.0751,0.1524,0.0261,0.005,0.0008,0.0272,0.0031,0.0403,12926,NULL,5188,10108,NULL,8669,0.4632,NULL,0.2892,25.64329536,0.631463628,0.118755478,0.014460999,0.483128834,38320.35583,27199
School of the Museum of Fine Arts at Tufts University,Boston,MA,02115-5596,National Association of Schools of Arts and Design,www.smfa.edu/,2,42.338505,-71.096556,0,0,0.811320755,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0.2018,NULL,0.4678,22.98333333,0.716666667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,84947.28333,67575
